hotel_id,city,hotel_name,url,score,number_of_reviews,description,property_type,latitude,longitude,price,currency,facilities,image_url
Aix en Provence_11,Aix en Provence,Terrasse & Spa dans Aix Hypercentre,https://www.booking.com/hotel/fr/waves-house.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.8,29,"Waves House is located in Aix-en-Provence, just 19 miles from Marseille Saint-Charles Train Station and 19 miles from Joliette Metro Station. The property is around 19 miles from Les Terrasses du Port Shopping Center, 19 miles from Vieux Port Metro Station, and 19 miles from Museum of European and Mediterranean Civilisations. The accommodation offers a hot tub, free Wifi throughout the property, and an elevator.

Featuring garden and city views, this apartment features 1 bedroom and opens to a t",APARTMENT,43.5255712,5.4423252,303.0,USD,"Non-smoking rooms, Free Wifi, Terrace, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/527955796.jpg?k=6482ec572ddf1e08ff856437bb497e68276218065b530ff5c37af4cd4553e985&o=
Aix en Provence_12,Aix en Provence,Studio climatisé plein centre 4eme étage,https://www.booking.com/hotel/fr/studio-plein-centre-3eme-etage.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886886874&force_referer=,8.4,24,"Studio climatisé plein centre 4eme étage is located in Aix-en-Provence, just 19 miles from Joliette Metro Station and 20 miles from Les Terrasses du Port Shopping Center. Featuring city views, this apartment also has free Wifi. The property is 300 yards from the city center and 19 miles from Marseille Saint-Charles Train Station.

This air-conditioned apartment comes with a dining area, a fully equipped kitchenette with a fridge, and a TV. The accommodation is non-smoking.

Vieux Port Metro Stat",APARTMENT,43.5302425,5.4470586,174.0,USD,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/716217563.jpg?k=4084d11747d4382eab681f435842e71f75ae84fa0b62dc9ceae26df06324d1f9&o=
Aix en Provence_13,Aix en Provence,Lou Pitchoun,https://www.booking.com/hotel/fr/lou-pitchoun-aix-en-provence.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887522922&force_referer=,8.5,101,"Lou Pitchoun in Aix-en-Provence provides accommodations with free Wifi, 19 miles from Joliette Metro Station, 20 miles from Les Terrasses du Port Shopping Center, and 20 miles from Vieux Port Metro Station. The property is around 20 miles from Museum of European and Mediterranean Civilisations, 20 miles from Castellane Metro Station, and 20 miles from Saint-Ferreol Street. The property is 19 miles from Marseille Saint-Charles Train Station and within 400 yards of the city center.

The air-condit",APARTMENT,43.5310473,5.4495993,247.0,USD,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/694577345.jpg?k=2f3a343bd90b0e4f8d2f9dc2972c4e4a744df473624930f80b32150666c89b97&o=
Aix en Provence_14,Aix en Provence,La Villa Rustica,https://www.booking.com/hotel/fr/la-villa-rustica.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887750037&force_referer=,9.8,66,"A recently renovated vacation home, La Villa Rustica offers accommodations in Aix-en-Provence. This property offers access to a terrace, free private parking, and free Wifi. Outdoor seating is also available at the vacation home.

The air-conditioned vacation home consists of 1 bedroom, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a shower and slippers. Towels and bed linen are offered in the vacation home. For added privacy, the accommodati",HOLIDAY_HOME,43.5587933,5.4488615,234.0,USD,"Non-smoking rooms, Free Wifi, Free parking, Terrace, Garden",https://cf.bstatic.com/xdata/images/hotel/square60/588123071.jpg?k=beb76014429052f24ba50b1959a8a71681232a1bbf653ca4e17715c2a784e0da&o=
Aix en Provence_15,Aix en Provence,La Gracette,https://www.booking.com/hotel/fr/la-gracette.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887784311&force_referer=,8.5,68,"La Gracette offers air-conditioned accommodations in Aix-en-Provence. This property offers access to a terrace and free private parking. Outdoor seating is also available at the bed and breakfast.

At the bed and breakfast, the units include a wardrobe. The rooms include a coffee machine, a private bathroom, and free Wifi, while selected rooms also offer a balcony and some have garden views. The rooms are equipped with heating facilities.

Guests at La Gracette can enjoy hiking nearby, or make t",BED_AND_BREAKFAST,43.490778,5.383993,249.0,USD,"Non-smoking rooms, Free Wifi, Free parking, Family rooms, Garden",https://cf.bstatic.com/xdata/images/hotel/max200/161928568.jpg?k=78d428945e246427e407b1e9d0bbd4bc96176f8cce2b0087bd1114cda209aeef&o=
Marseille_1,Marseille,Novotel Marseille Centre Prado Vélodrome,https://www.booking.com/hotel/fr/novotel-marseille-centre-prado.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886130477&force_referer=,8.0,1330,"Novotel Marseille Center Prado is located in one of Marseilles’ business districts. It is 164 feet from the Périer Metro Station providing access to all areas of the city, and 0.9 mi from the Orange Velodrome Stadium.

Air-conditioned guest rooms feature a flat-screen TV with satellite channels and a mini-fridge. There are also facilities for making tea and coffee, and the bathrooms include a hairdryer and free toiletries. Free Wi-Fi access is provided.

The restaurant Novotel Café offers a menu",HOTEL,43.28068115402996,5.387088060379028,281.0,USD,"Non-smoking rooms, Facilities for disabled guests, Room service, Restaurant, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/max200/773306381.jpg?k=aee877a6949cb335839b45de736fe99e329bd83faaae440799eecb6c83795f26&o=
Marseille_2,Marseille,RockyPop Marseille Hôtel,https://www.booking.com/hotel/fr/citadines-aparthotel-marseilleprado.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886125651&force_referer=,9.1,277,"Located in Marseille, a 5-minute walk from Castellane Metro Station, RockyPop Marseille Hôtel provides accommodations with a terrace, private parking, a restaurant and a bar. With free WiFi, this 4-star hotel offers room service and a 24-hour front desk. The hotel features family rooms.

Each room has a safety deposit box, while selected rooms are equipped with a balcony. Guest rooms in the hotel are equipped with a flat-screen TV and a hairdryer.

RockyPop Marseille Hôtel offers a buffet or con",HOTEL,43.28282806447971,5.387259051203728,252.0,USD,"Non-smoking rooms, Facilities for disabled guests, Room service, Restaurant, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/max200/727472890.jpg?k=db248be1c88ed723ebd211772de3a06438dfa2af408898b52126324c15ff4711&o=
Marseille_3,Marseille,Hôtel Ligo by HappyCulture,https://www.booking.com/hotel/fr/ligo-by-happyculture-marseille4.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,7.9,1175,"Attractively set in Marseille, Hôtel Ligo by HappyCulture has a buffet breakfast and free WiFi throughout the property. This 4-star hotel offers luggage storage space. The hotel has family rooms.

Complete with a private bathroom equipped with a bath, the rooms at the hotel have a flat-screen TV and air conditioning, and certain rooms contain a terrace. All guest rooms will provide guests with a closet and an electric tea pot.

Speaking English and French at the 24-hour front desk, staff are rea",HOTEL,43.301265,5.370879,186.0,USD,"Non-smoking rooms, Free Wifi, Family rooms, 24-hour front desk, Elevator",https://cf.bstatic.com/xdata/images/hotel/square60/651552174.jpg?k=39166721da21204ad9e37421989a1df2600e63c2c83e3fb2ef8d12f606b17685&o=
Marseille_4,Marseille,Aparthotel Adagio Access Marseille Prado Périer,https://www.booking.com/hotel/fr/citea-marseille-prado-perier.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886238254&force_referer=,8.2,2014," Aparthotel Adagio Access Marseille Prado Périer is located in a residential district, 2461 feet from the Palais des Congrès and 0.6 mi from the Velodrome Stadium. This aparthotel offers an indoor swimming pool. Perier Metro Station is just 492 feet away and WiFi access is free.

A fully-equipped kitchen equipped with hotplates is a standard facility in the accommodations at Aparthotel Adagio Access Marseille Prado Périer. All studios and apartments have an LCD TV and some have a separate bedroo",APARTHOTEL,43.278692338557065,5.388060361146927,149.0,USD,"Non-smoking rooms, Facilities for disabled guests, Free Wifi, Family rooms, Elevator",https://cf.bstatic.com/xdata/images/hotel/max200/750929394.jpg?k=8123c2d0d21194414d01f6f70d2cf9e7922007030a4f4760f640ce4565871a5f&o=
Marseille_5,Marseille,B&B HOTEL Marseille Parc Chanot,https://www.booking.com/hotel/fr/ibis-budget-marseille-prado.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886313825&force_referer=,7.0,1997,"The B&B Hotel Marseille Parc Chanot is located in Marseille. Free Wi-Fi is available throughout the property. Each room is equipped with air conditioning and satellite TV. The private bathroom is equipped with a shower. Ironing facilities are also provided.

At the B&B Hotel Marseille Parc Chanot, you will find a 24-hour front desk and a terrace. You can purchase drinks from the vending machine.

Access to our hotel is via 7 Boulevard Latil, 13008 Marseille.

Access at the Total Station level is",HOTEL,43.274565370146355,5.393511426914188,119.0,USD,"Non-smoking rooms, Facilities for disabled guests, Free Wifi, Private Parking, 24-hour front desk",https://cf.bstatic.com/xdata/images/hotel/square60/536156077.jpg?k=f68104711925488487adf4f20198cb5fcb240e7f4a4c1e806c7a9b9dd5b98964&o=
Marseille_6,Marseille,Les Bords De Mer,https://www.booking.com/hotel/fr/les-bords-de-mer.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.9,248,"Located in Marseille, 1312 feet from Palais du Pharo, Les Bords De Mer has a number of amenities including   a seasonal outdoor swimming pool. The property is close to several noted attractions, around 2953 feet from Museum of European and Mediterranean Civilizations and around a 17-minute walk from Noter-Dame de la Garde Basilica.

The rooms are equipped with a private bathroom with a shower. Most rooms have a balcony and sea view. At Les Bords De Mer every room comes with air conditioning and ",HOTEL,43.28959,5.354999,725.0,USD,"2 swimming pools, Non-smoking rooms, Spa, Airport shuttle, Facilities for disabled guests",https://cf.bstatic.com/xdata/images/hotel/max200/560549712.jpg?k=ad93c90cc368fd52fcab5d533bf3937303ec39535eccd05c9e914ced9c92d407&o=
Marseille_7,Marseille,ADIRA Résid'Marseille Vieux-port 2 étoiles,https://www.booking.com/hotel/fr/adira-resid-marseille-vieux-port.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.4,475,"ADIRA Résid'Marseille Vieux-port 2 étoiles is a recently renovated apartment in the center of Marseille, 1.2 miles from Plage des Catalans and a 4-minute walk from Vieux Port Metro Station. With free Wifi, this 2-star apartment offers an elevator and full-day security. The property is close to popular attractions like Joliette Metro Station, Museum of European and Mediterranean Civilisations, and Notre Dame de la Garde Basilica.

All units at the apartment complex come with air conditioning, a s",APARTMENT,43.294458339908,5.377619730094,291.0,USD,"Non-smoking rooms, Free Wifi, Parking, Family rooms, Elevator",https://cf.bstatic.com/xdata/images/hotel/square60/442969916.jpg?k=200cbe6de9aec3358bdbe42fc496dfdb82a988aa0cbd1097bf965bdc042e8a31&o=
Marseille_8,Marseille,Résidence Kley Marseille République,https://www.booking.com/hotel/fr/residence-kley-marseille-republique.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886743416&force_referer=,7.5,314,"Résidence Kley Marseille République in Marseille offers accommodations with free Wifi, a 10-minute walk from Vieux Port Metro Station, 600 yards from Joliette Metro Station, and a 9-minute walk from Les Terrasses du Port Shopping Center. The property is around 1.5 miles from Castellane Metro Station, 1.9 miles from Palais du Pharo, and 1.9 miles from Notre Dame de la Garde Basilica. The property is 1.6 miles from Plage des Catalans and within 0.7 miles of the city center.

The condo hotel is com",APARTHOTEL,43.3010928,5.3699198,164.0,USD,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/611048444.jpg?k=94a6a2e025df18cd9c220d147ce468f2751df350b0f144694adb7a3b13d1d5ac&o=
Marseille_9,Marseille,Aparthotel Adagio Access Marseille Prado Périer,https://www.booking.com/hotel/fr/citea-marseille-prado-perier.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886834666&force_referer=,8.2,2014," Aparthotel Adagio Access Marseille Prado Périer is located in a residential district, 2461 feet from the Palais des Congrès and 0.6 mi from the Velodrome Stadium. This aparthotel offers an indoor swimming pool. Perier Metro Station is just 492 feet away and WiFi access is free.

A fully-equipped kitchen equipped with hotplates is a standard facility in the accommodations at Aparthotel Adagio Access Marseille Prado Périer. All studios and apartments have an LCD TV and some have a separate bedroo",APARTHOTEL,43.278692338557065,5.388060361146927,149.0,USD,"Non-smoking rooms, Facilities for disabled guests, Free Wifi, Family rooms, Elevator",https://cf.bstatic.com/xdata/images/hotel/max200/750929394.jpg?k=8123c2d0d21194414d01f6f70d2cf9e7922007030a4f4760f640ce4565871a5f&o=
Marseille_10,Marseille,Maison Galante au Vieux Port,https://www.booking.com/hotel/fr/maison-galante-au-vieux-port.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.8,83,"Maison Galante au Vieux Port features rooms with free Wifi in the center of Marseille. This recently renovated condo hotel is located a 17-minute walk from Plage des Catalans and 300 yards from Vieux Port Metro Station. Guests can access the condo hotel via private entrance.

The units at the condo hotel come with air conditioning, a seating area, a flat-screen TV with satellite channels, a kitchen, a dining area, a safety deposit box, and a private bathroom with a walk-in shower, slippers, and ",APARTHOTEL,43.293512,5.372234,373.0,USD,"Non-smoking rooms, Beachfront, Free Wifi, Parking, Terrace",https://cf.bstatic.com/xdata/images/hotel/square60/637569540.jpg?k=0a79ae38acf9e9cbf18faceae68edfba6ed5b026142f7987c708f8ed7f2f85bc&o=
Marseille_11,Marseille,Loft 200m2 avec écran led géant de 10m2,https://www.booking.com/hotel/fr/t4-loft-paradis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,9.4,52,"Loft 200m2 avec écran led géant de 10m2 is located in Marseille, just 1.2 miles from La Timone Metro Station and 1.5 miles from Rond-Point du Prado Metro Station. The air-conditioned accommodation is a 5-minute walk from Castellane Metro Station. Free Wifi is available throughout the property and Plage des Catalans is 1.7 miles away.

The condo hotel features 3 bedrooms, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 2 bathrooms with a hair dryer. A flat-screen TV",APARTHOTEL,43.2865487,5.3797922,397.0,USD,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/489477543.jpg?k=1f81da4adc568c161ce15b874205605445c058e3370493b11bbf65c6425baa27&o=
Marseille_12,Marseille,Liberté et élégance au coeur de Marseille,https://www.booking.com/hotel/fr/liberte-elegance.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887343698&force_referer=,9.0,42,"Liberté et élégance au coeur de Marseille is located in Marseille, just a 14-minute walk from Vieux Port Metro Station and 1.5 miles from Castellane Metro Station. With garden views, this accommodation offers a terrace. Free Wifi is available throughout the property and Plage des Catalans is 1.8 miles away.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 2 bathrooms with a bath and a hair dryer. Towels and",APARTMENT,43.3011498,5.3825244,580.0,USD,"Non-smoking rooms, Free Wifi, Terrace, Heating, Non-smoking rooms",https://cf.bstatic.com/xdata/images/hotel/square60/586427725.jpg?k=83c993bda6cecbb2e1881c24cf04e7e2f25c17e2c644218d33dcd80ab62bd740&o=
Marseille_13,Marseille,NH Collection Marseille,https://www.booking.com/hotel/fr/nh-collection-marseille.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.8,3084,"Featuring a cocktail bar, garden and a fitness center on the 6th floor, NH Collection Marseille is located in the new business and leisure district of Marseille, La Joliette. Located between the port and the city center, the building was inaugurated by Napoleon III in 1864 and preserves its original style.

Rooms at NH Collection Marseille feature elegant décor and offer an electric kettle, coffee machine and private bathroom.

Guests can enjoy the on-site restaurant, which serves local and inte",HOTEL,43.3024211,5.36863370000003,318.0,USD,"Non-smoking rooms, Fitness center, Facilities for disabled guests, Room service, Restaurant",https://cf.bstatic.com/xdata/images/hotel/square60/749832634.jpg?k=8dc0276fd80505601862395db50adccbc98997236f5152b8ba7a891d0eaef6f4&o=
Marseille_14,Marseille,Résidence Meublée Services,https://www.booking.com/hotel/fr/ra-c-sidence-meubla-c-e-services.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,7.7,673,"Résidence Meublée Services is located in the center of Marseille, just a 15-minute walk from the Old Port. Guests can visit the Noter Dame de la Garde Basilica 0.9 mi away.

The self-catering accommodations at Résidence Meublée Services are simply decorated with linoleum floors. The accommodations offer a flat-screen TV and a private bathroom with a shower.

Guests can prepare homemade meals in the fully equipped kitchen and a supermarket is just 66 feet away. Bars and restaurants can also be fo",APARTHOTEL,43.28989895775723,5.382167547941208,184.0,USD,"Non-smoking rooms, Free Wifi, Private Parking, Family rooms, Elevator",https://cf.bstatic.com/xdata/images/hotel/square60/411320755.jpg?k=a7ce78a5909c3fc76d22819a8caa1024469f11d273facd502d7dd66c2863ecc7&o=
Marseille_15,Marseille,Montempô Marseille Centre Dôme,https://www.booking.com/hotel/fr/montempo-marseille-centre.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762889183027&force_referer=,7.5,2817,"Montempô Marseille Centre Dôme offers accommodations in Marseille, 1.8 miles from La Timone Metro Station and 2.6 miles from Vieux Port Metro Station. Among the facilities at this property are a 24-hour front desk and an elevator, along with free Wifi throughout the property. Private parking can be arranged at an extra charge.

At the condo hotel, the units include a desk, a flat-screen TV, a private bathroom, bed linen, and towels. There's also a fully equipped kitchen with kitchenware. At the ",APARTHOTEL,43.31371048967844,5.40388192065429,115.0,USD,"Non-smoking rooms, Free Wifi, Private Parking, 24-hour front desk, Elevator",https://cf.bstatic.com/xdata/images/hotel/square60/528779492.jpg?k=5f4e48b0ef077349cb68df9e4c6e0265af5056c45bbfa254647b0ff491b136f9&o=
