hotel_id,city,hotel_name,url,property_type,score,number_of_reviews,price_per_night,price_per_person_night,currency,price_total_source,currency_source,nights,max_guests,latitude,longitude,avg_weather_score,temp_avg,rain,clouds,weather_score_norm,hotel_score_norm,price_score_norm,final_score,facilities,image_url,rank
8833891,Avignon,"Duplex-Ceiling height 1,9m-Free private parking-Self check in !! Duplex climatisé-Hauteur sous plafond 1,9m-Parking privé gratuit-Arrivée autonome !!",https://www.booking.com/hotel/fr/duplex-climatise-au-centre-ville-d-avignon-avec-parking-prive-gratuit.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886847527&force_referer=,APARTMENT,9.7,128,193.52,48.38,EUR,448.0,USD,2.0,4.0,43.9465116,4.8035118,71.83,12.9,0.0,52.477778,7.183,9.7,7.162000000000001,8.1856,"Free Wifi, Free parking, Free Wifi, Free parking",https://cf.bstatic.com/xdata/images/hotel/square60/606260065.jpg?k=3556d875072e73ed5b76f48a2ccc3e5bb4c2e92ad91960bf3163cb969f4c1376&o=,15
58223,Bormes les Mimosas,Hotel La Voile,https://www.booking.com/hotel/fr/hotel-la-voile-fr.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,8.4,793,123.11,30.77,EUR,285.0,USD,2.0,4.0,43.12549,6.357300000000009,76.0,13.0,0.0,50.025,7.6,8.4,8.923000000000002,8.184600000000001,"Outdoor swimming pool, Non-smoking rooms, Facilities for disabled guests, Room service, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/max200/492239131.jpg?k=e34e68fe9807a57005fd4ecf3eada95de5151680b687e5408e29cf443d28c14a&o=,16
12754603,Cassis,Au cœur de Cassis,https://www.booking.com/hotel/fr/au-coeur-de-cassis-cassis3.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,8.7,18,137.8,34.45,EUR,319.0,USD,2.0,4.0,43.2149587,5.5399611,73.67,14.3,0.34,57.023611,7.367,8.7,8.555,8.1378,"Non-smoking rooms, Free Wifi, Family rooms, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/594664063.jpg?k=97ce9396247c05025578ea7662f807a4490e020cf2940caded427d0909c1a88d&o=,17
4060506,Cassis,CASSIS RDC Climatisé - Parking gratuit,https://www.booking.com/hotel/fr/appartement-t3-rdc-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886486220&force_referer=,APARTMENT,9.2,56,178.4,44.6,EUR,413.0,USD,2.0,4.0,43.2178808,5.5361313,73.67,14.3,0.34,57.023611,7.367,9.2,7.54,8.134799999999998,"Non-smoking rooms, Basic free Wifi (10 Mbps), Free parking, Terrace, Non-smoking rooms",https://cf.bstatic.com/xdata/images/hotel/square60/584347926.jpg?k=76e0abecf25bc27fdd9f271f8d5704e736302e02c94149050863947077d8d784&o=,18
8883930,Marseille,ADIRA Résid'Marseille Vieux-port 2 étoiles,https://www.booking.com/hotel/fr/adira-resid-marseille-vieux-port.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,8.4,475,140.82,35.21,EUR,326.0,USD,2.0,4.0,43.294458339908,5.377619730094,76.17,15.1,0.15,60.756944,7.617,8.4,8.479,8.1026,"Non-smoking rooms, Free Wifi, Parking, Family rooms, Elevator",https://cf.bstatic.com/xdata/images/hotel/square60/442969916.jpg?k=200cbe6de9aec3358bdbe42fc496dfdb82a988aa0cbd1097bf965bdc042e8a31&o=,19
7454490,Cassis,Home Cassis - Maison Julou - Piscine chauffée à 32c,https://www.booking.com/hotel/fr/home-cassis-maison-julou.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,8.7,155,73.43,36.72,EUR,170.0,USD,2.0,2.0,43.222079689063,5.537926946033,73.67,14.3,0.34,57.023611,7.367,8.7,8.328,8.0924,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Family rooms",https://cf.bstatic.com/xdata/images/hotel/max200/366628056.jpg?k=773e0abc4955bbd39af15a91c447239ffb97d4ef38b2c36dd04d60e74dd0a7e5&o=,20
13840630,Aix en Provence,Studio climatisé plein centre 4eme étage,https://www.booking.com/hotel/fr/studio-plein-centre-3eme-etage.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886886874&force_referer=,APARTMENT,8.4,24,75.16,37.58,EUR,174.0,USD,2.0,2.0,43.5302425,5.4470586,76.33,13.0,0.0,59.155556,7.633,8.4,8.242,8.0616,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/716217563.jpg?k=4084d11747d4382eab681f435842e71f75ae84fa0b62dc9ceae26df06324d1f9&o=,21
2331056,Cassis,Home Cassis - Maison Méditerranée - Piscine chauffée à 30c,https://www.booking.com/hotel/fr/home-cassis-maison-mediterrannee.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887271528&force_referer=,HOLIDAY_HOME,8.5,249,139.96,34.99,EUR,324.0,USD,2.0,4.0,43.219776350851,5.53745873272419,73.67,14.3,0.34,57.023611,7.367,8.5,8.500999999999998,8.047,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Beachfront, Free parking",https://cf.bstatic.com/xdata/images/hotel/max200/302027124.jpg?k=86d2290b5062fa53e7e6e60f38a5f5e7c570a2ded1410a51f3bf3abb1c4ae582&o=,22
218589,Marseille,RockyPop Marseille Hôtel,https://www.booking.com/hotel/fr/citadines-aparthotel-marseilleprado.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886125651&force_referer=,HOTEL,9.1,277,104.1,52.05,EUR,241.0,USD,2.0,2.0,43.28282806447971,5.387259051203728,76.17,15.1,0.15,60.756944,7.617,9.1,6.795,8.0458,"Non-smoking rooms, Facilities for disabled guests, Room service, Restaurant, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/max200/727472890.jpg?k=db248be1c88ed723ebd211772de3a06438dfa2af408898b52126324c15ff4711&o=,23
2757802,Aix en Provence,B&B HOTEL Aix-en-Provence Pont de l'Arc,https://www.booking.com/hotel/fr/b-amp-b-aix-en-provence-pont-de-l-39-arc.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886081839&force_referer=,HOTEL,7.5,2164,82.51,20.63,EUR,191.0,USD,2.0,4.0,43.5111713,5.4446805,76.33,13.0,0.0,59.155556,7.633,7.5,9.937000000000001,8.040600000000001,"Non-smoking rooms, Free Wifi, Free parking, Family rooms, Good Breakfast",https://cf.bstatic.com/xdata/images/hotel/max200/156383418.jpg?k=ac4e250369024d0138bfaa67dd94a5745b6363ed8174a10704600c336c0ff443&o=,24
55366,Marseille,Novotel Marseille Centre Prado Vélodrome,https://www.booking.com/hotel/fr/novotel-marseille-centre-prado.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886130477&force_referer=,HOTEL,8.0,1330,92.01,30.67,EUR,213.0,USD,2.0,3.0,43.28068115402996,5.387088060379028,76.17,15.1,0.15,60.756944,7.617,8.0,8.933,8.0334,"Non-smoking rooms, Facilities for disabled guests, Room service, Restaurant, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/max200/773306381.jpg?k=aee877a6949cb335839b45de736fe99e329bd83faaae440799eecb6c83795f26&o=,25
14566314,Bormes les Mimosas,Entre les pins et les oliviers,https://www.booking.com/hotel/fr/entre-les-pins-et-les-oliviers-bormes-les-mimosas1.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887278160&force_referer=,GUEST_HOUSE,8.4,11,77.32,38.66,EUR,179.0,USD,2.0,2.0,43.16075099888905,6.320753398242189,76.0,13.0,0.0,50.025,7.6,8.4,8.134,8.026800000000001,"Free parking, Breakfast, Free parking, Breakfast",https://cf.bstatic.com/xdata/images/hotel/max200/728433416.jpg?k=faa6636efd0ff94a1f6bcb76de37fefa0cd7422805c059576157e0ce8502fa5e&o=,26
432105,Marseille,Résidence Meublée Services,https://www.booking.com/hotel/fr/ra-c-sidence-meubla-c-e-services.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTHOTEL,7.7,673,105.4,26.35,EUR,244.0,USD,2.0,4.0,43.28989895775723,5.382167547941208,76.17,15.1,0.15,60.756944,7.617,7.7,9.365000000000002,7.9998000000000005,"Non-smoking rooms, Free Wifi, Private Parking, Family rooms, Elevator",https://cf.bstatic.com/xdata/images/hotel/square60/411320755.jpg?k=a7ce78a5909c3fc76d22819a8caa1024469f11d273facd502d7dd66c2863ecc7&o=,27
231026,Aix en Provence,Best Western Hotel le Galice Aix-en-Provence,https://www.booking.com/hotel/fr/best-western-le-galice.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886088164&force_referer=,HOTEL,8.0,2637,130.89,32.73,EUR,303.0,USD,2.0,4.0,43.52803110430644,5.434359312057495,76.33,13.0,0.0,59.155556,7.633,8.0,8.727000000000002,7.9986000000000015,"Outdoor swimming pool, Non-smoking rooms, Facilities for disabled guests, Restaurant, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/max200/167333322.jpg?k=b94eabcce4dd61fd2eb96722f7bc318b4b91749f2ac13ebf09ad38a7c51413a8&o=,28
2203411,Aix en Provence,Les Suites du Cours & Spa,https://www.booking.com/hotel/fr/les-suites-du-cours.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,9.2,377,177.11,59.03,EUR,410.0,USD,2.0,3.0,43.5269723441162,5.44928753701095,76.33,13.0,0.0,59.155556,7.633,9.2,6.097,7.9526,"Non-smoking rooms, Spa, Free Wifi, Parking, Family rooms",https://cf.bstatic.com/xdata/images/hotel/square60/90257494.jpg?k=77625e8930fca555d787d4f39aff3b2cd3782f5bda3d8810e2c552f1cd76a5ac&o=,29
6826425,Marseille,Montempô Marseille Centre Dôme,https://www.booking.com/hotel/fr/montempo-marseille-centre.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762889183027&force_referer=,APARTHOTEL,7.5,2817,49.68,24.84,EUR,115.0,USD,2.0,2.0,43.31371048967844,5.40388192065429,76.17,15.1,0.15,60.756944,7.617,7.5,9.516,7.95,"Non-smoking rooms, Free Wifi, Private Parking, 24-hour front desk, Elevator",https://cf.bstatic.com/xdata/images/hotel/square60/528779492.jpg?k=5f4e48b0ef077349cb68df9e4c6e0265af5056c45bbfa254647b0ff491b136f9&o=,30
12579804,Marseille,Hôtel Ligo by HappyCulture,https://www.booking.com/hotel/fr/ligo-by-happyculture-marseille4.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,7.9,1175,131.75,32.93,EUR,305.0,USD,2.0,4.0,43.301265,5.370879,76.17,15.1,0.15,60.756944,7.617,7.9,8.706999999999999,7.9482,"Non-smoking rooms, Free Wifi, Family rooms, 24-hour front desk, Elevator",https://cf.bstatic.com/xdata/images/hotel/square60/651552174.jpg?k=39166721da21204ad9e37421989a1df2600e63c2c83e3fb2ef8d12f606b17685&o=,31
10639001,Cassis,Cassis centre,https://www.booking.com/hotel/fr/cassis-centre-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,7.5,75,72.57,18.14,EUR,168.0,USD,2.0,4.0,43.2152067,5.5383415,73.67,14.3,0.34,57.023611,7.367,7.5,10.0,7.9468,"Non-smoking rooms, Free Wifi, Beachfront, Family rooms, Private beach area",https://cf.bstatic.com/xdata/images/hotel/square60/486085353.jpg?k=06c5fa84cffa3c08f58da5cf6a12baa52d6c72445f4e3d80703a518cf42b66ac&o=,32
219754,Aix en Provence,Campanile Prime - Aix-en-Provence Sud - Pont de l'Arc,https://www.booking.com/hotel/fr/campanile-aix-en-provence-sud.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,7.8,3003,66.95,33.48,EUR,155.0,USD,2.0,2.0,43.511916316958825,5.436653941869736,76.33,13.0,0.0,59.155556,7.633,7.8,8.652000000000001,7.903600000000001,"Non-smoking rooms, Facilities for disabled guests, Restaurant, Free Wifi, Free parking",https://cf.bstatic.com/xdata/images/hotel/square60/751834363.jpg?k=dbc2dc9a3a5c2d72596c6305612bf31d34b7ac4a62615afd1b320b8983eb8ae9&o=,33
7424003,Bormes les Mimosas,La petite Provence,https://www.booking.com/hotel/fr/lovely-place-for-2.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,8.6,44,99.78,49.89,EUR,231.0,USD,2.0,2.0,43.15127099096753,6.341906766830476,76.0,13.0,0.0,50.025,7.6,8.6,7.010999999999999,7.8822,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/676226408.jpg?k=b15f1d81723cb85c8010cde7011dc477b6f6c40393519873d9f732a3cbeaad77&o=,34
2610215,Marseille,NH Collection Marseille,https://www.booking.com/hotel/fr/nh-collection-marseille.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,8.8,3084,164.58,54.86,EUR,381.0,USD,2.0,3.0,43.3024211,5.36863370000003,76.17,15.1,0.15,60.756944,7.617,8.8,6.513999999999999,7.8696,"Non-smoking rooms, Fitness center, Facilities for disabled guests, Room service, Restaurant",https://cf.bstatic.com/xdata/images/hotel/square60/749832634.jpg?k=8dc0276fd80505601862395db50adccbc98997236f5152b8ba7a891d0eaef6f4&o=,35
3087488,Avignon,Chambre et appartements entre le Pont d Avignon et le Palais des Papes,https://www.booking.com/hotel/fr/appartements-et-chambre-entre-le-pont-d-avignon-et-le-palais-des-papes.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887025185&force_referer=,APARTMENT,8.3,695,73.0,36.5,EUR,169.0,USD,2.0,2.0,43.9507095,4.80338430000006,71.83,12.9,0.0,52.477778,7.183,8.3,8.35,7.863200000000001,"Non-smoking rooms, Free Wifi, Private Parking, Family rooms, Non-smoking rooms",https://cf.bstatic.com/xdata/images/hotel/square60/181101570.jpg?k=207eccdb618516111caa2dec7dec9312d1ef5933871bdd42f08ad6b703d95fbb&o=,36
54654,Avignon,Hôtel Central,https://www.booking.com/hotel/fr/central-avignon.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,7.9,2595,57.02,28.51,EUR,132.0,USD,2.0,2.0,43.945524956672806,4.805760830640793,71.83,12.9,0.0,52.477778,7.183,7.9,9.149,7.863,"Non-smoking rooms, Facilities for disabled guests, Room service, Free Wifi, Parking",https://cf.bstatic.com/xdata/images/hotel/square60/270296236.jpg?k=69ae12a8f7ec3e2e0c59e8faead18f8813f2fe86912cd41536c2eb3174717e48&o=,37
730769,Cassis,Home Cassis - Maison Les Calanques - Piscine chauffée à 30c,https://www.booking.com/hotel/fr/home-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOLIDAY_HOME,8.3,190,81.64,40.82,EUR,189.0,USD,2.0,2.0,43.21183242551023,5.524701520789677,73.67,14.3,0.34,57.023611,7.367,8.3,7.918000000000001,7.8504000000000005,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Terrace",https://cf.bstatic.com/xdata/images/hotel/max200/223145729.jpg?k=b8c78b04ac9a99a6b94bc6177d5edc97dd56a39c8922fe9e0b7b56d2632c5667&o=,38
6738175,Cassis,La Cassy - Sleep in Cassis,https://www.booking.com/hotel/fr/sleep-in-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887651560&force_referer=,APARTMENT,8.8,129,103.67,51.84,EUR,240.0,USD,2.0,2.0,43.21351434634,5.539700449428,73.67,14.3,0.34,57.023611,7.367,8.8,6.816,7.830000000000001,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/645613151.jpg?k=ff6658e3e6f35b51454d941bcc1f34f551c2c0804832a73c58c40f481da53cb4&o=,39
47697,Avignon,Hôtel Les Corps Saints,https://www.booking.com/hotel/fr/splendid-avignon.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886203506&force_referer=,HOTEL,7.5,1229,45.36,22.68,EUR,105.0,USD,2.0,2.0,43.944233090012354,4.806668758392334,71.83,12.9,0.0,52.477778,7.183,7.5,9.732,7.8196,"Non-smoking rooms, Free Wifi, Family rooms, Very Good Breakfast, Non-smoking rooms",https://cf.bstatic.com/xdata/images/hotel/max200/87670701.jpg?k=590ecb592d758219a486e4d13ce73a017d7859cc9882dedcc11c900ff6b41e46&o=,40
7606234,Cassis,Appartement le Quai du Port Cassis parking clim,https://www.booking.com/hotel/fr/appartement-le-quai-du-port-cassis-parking-clim.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,9.3,138,126.13,63.07,EUR,292.0,USD,2.0,2.0,43.2148357,5.5360761,73.67,14.3,0.34,57.023611,7.367,9.3,5.6930000000000005,7.805400000000001,"Non-smoking rooms, Airport shuttle, Free Wifi, Beachfront, Free parking",https://cf.bstatic.com/xdata/images/hotel/square60/320842654.jpg?k=c57cf097b961c909c38c9d5718b76072217d9dee5f1edffe76fd94e3281254bb&o=,41
282810,Aix en Provence,Adonis Arc Hotel Aix,https://www.booking.com/hotel/fr/arc-aix-hotel.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,7.6,1414,69.11,34.56,EUR,160.0,USD,2.0,2.0,43.51371445304431,5.470212399959564,76.33,13.0,0.0,59.155556,7.633,7.6,8.543999999999999,7.8020000000000005,"Outdoor swimming pool (temporarily closed), Non-smoking rooms, Facilities for disabled guests, Free Wifi, Private Parking",https://cf.bstatic.com/xdata/images/hotel/max200/762653131.jpg?k=86ed6a9258f63dd90cee085e9d72708ee34d2324c1a43fbba0ec0596c968486a&o=,42
